Character,Line
Stan,"Ih it's okay, Mr. Gore, I, I believe you."
Stan,"Yeah, I'm sure ManBearPig needs to be stopped."
Stan,I'm just...
Stan,I'm just scared that I can't do anything to stop him.
Stan,"...Yes, I'm serial."
Cartman,"Dude, why are we going to hang out with this guy?"
Stan,"Come on, you guys, Al Gore doesn't have any friends."
Stan,We'll just make an appearance at his little meeting and then we'll go.
Stan,"Yyeah, you know, Mr. Gore, uh, my dad's a geologist, and he said that ManBearPig probably isn't in Colorado."
Stan,NO.
Stan,"Well, this was a great meeting."
Stan,"Wasn't it, guys?"
Stan,"But, we gotta get goin' to school now."
Kyle,"Yeah, that's Cave of the Winds."
Kyle,It's a tourist attraction.
Cartman,"Ah I don't think so, dude."
Kyle,"Yeah, we've got school anyway."
Cartman,You... have that kind of power?
Kyle,What do ManBearPig droppings look like?
Kyle,What?
Stan,"Mr. Gore, I I think we should stay with the tour group."
Kyle,What are you doing?
Stan,Oh no!
Kyle,Hello?
Stan,Help!
Kyle,We're trapped in here!
Cartman,Somebody get us some help down hyah!
Kyle,"Hello, help!"
Cartman,Hello?
Stan,Help!
Kyle,Forget it!
Kyle,They can't hear us!
Cartman,"You'd better get us out of here, asshole!"
Stan,Me?
Cartman,You just had to go and be nice to Al Gore!
Cartman,Now we're trapped in a cave!
Stan,Maybe there's another way out of here.
Kyle,"A-all right, let's split up and look for a passageway."
Kyle,E-everyone take a different direction.
Kyle,"Oh man, we're in big trouble here."
Cartman,This is... bullcrap!
Cartman,If I'm thin- I'm gonna be so... pissed off!
Cartman,Goddammit!
Kyle,"You see anything, Kenny?"
Kyle,Cartman??
Kyle,"Cartman, you see anything?"
Cartman,"No, nothing  No, nothing here!"
Cartman,Nothing this way!
Cartman,Tr... treasure.
Kyle,"Cartman, you okay??"
Kyle,You need help?
Cartman,I'm fine!
Cartman,This way is just a... dead end!
Cartman,Coming back to you now!
Kyle,It looks like we're completely sealed in.
Stan,"There's a small passageway about 200 yards over there, but... it goes for a long long way and it's pretty steep."
Kyle,Maybe we should go for it.
Cartman,You guys go on ahead.
Cartman,"I'm gonna... stay here, wait it out."
Kyle,Why?
Cartman,I just...
Cartman,I I don't feel very good.
Cartman,"I'll just wa-, I'll just weigh you guys down."
Stan,Cartman's right.
Stan,First rule of survival is stay put and wait to be rescued.
Cartman,"No, it's okay."
Cartman,You guys go on ahead.
Kyle,"No, we'll stay here too."
Kyle,"If we start wandering off, we're gonna get lost or killed."
Kyle,Let's just wait here and hope help comes soon.
Cartman,That's cool.
Cartman,I just...
Cartman,I just wouldn't go over there  if I were you guys.
Cartman,I just took a huge dump.
Kyle,"Aw, dude!"
Stan,I'm sooo hungry.
Stan,Do you think people even know we're here?
Kyle,They saw us on the tour.
Kyle,"Dude, where do you keep going, Cartman?"
Cartman,I just... n-need to keep taking a crap.
Cartman,"I got diarrhea, really bad."
Kyle,"Dude, it's bad enough we have to sit here without you taking a crap every ten minutes!"
Stan,Let's just try to sleep.
Stan,Maybe help will come tomorrow.
Cartman,All that treasure.
Cartman,It's all mine!
Cartman,So long as these greedy assholes don't find out about it!
Cartman,"You would all just looove to get your hands on my treasure, wouldn't you?!"
Cartman,"Even though I found it, you'd love to think it's somehow yours, too!"
Cartman,"God, I hate you guys!"
Cartman,"Especially you, you money-grubbing snake in the grass!"
Cartman,"Well I have news for you, Kyle!"
Cartman,You're never going to get my treasure.
Cartman,"I've got a little plan going, to get the treasure out of here without you ever knowing."
Kyle,C-Cartman?
Cartman,Oh.
Cartman,Hey Kyle.
Cartman,How's it goin'?
Kyle,"Dude, what are you doing?"
Cartman,Not much.
Cartman,"You know, just hangin' out."
Cartman,"How've you been, man?"
Cartman,Good?
Kyle,"Dude, get away from me!"
Cartman,Yeah.
Cartman,"It's nice talking with you, Kyle."
Cartman,See you around.
Cartman,All right.
Cartman,Gotta be strong.
Cartman,There's still a lot more treasure to go.
Stan,"Dude, he's really sick."
Kyle,Stan!
Kyle,"Stan, wake up!"
Stan,Huh?
Stan,What?
Stan,Have they come for us?
Kyle,"No, it's Cartman."
Kyle,Something's really wrong with him.
Cartman,"Meh, meuh urgh."
Cartman,Mbeuh.
Stan,Oh my God.
Stan,Cartman?
Stan,"Dude, can you hear me?"
Cartman,I'm fahn.
Cartman,Just a lit-  No big deal.
Cartman,Beh.
Kyle,We can't wait here any longer!
Kyle,"Dude, we've gotta get him out of here or he's gonna die."
Stan,"How, dude?"
Stan,We c- we don't even know if that passage I found goes anywhere.
Kyle,Maybe we should get out first.
Kyle,See if we can find a way out and then come back for him.
Cartman,NO DON'T!
Cartman,"Don't leave me here, you assholes."
Cartman,Don't leave me here to die.
Kyle,Come on come on!
Kyle,Pull!
Stan,"Goddamnit, he's soo heavy!"
Cartman,Buh.
Cartman,Hurry you guys.
Cartman,You gotta get me out of here.
Kyle,What the hell is that?
Stan,Cartman?
Cartman,"You guys, we've got no time!"
Cartman,You gotta get me out!
Stan,"I can't keep carrying him, dude!"
Stan,I've got no strength!
Cartman,Yes you do!
Kyle,What the hell is that?
Kyle,Oh my God.
Cartman,No!
Cartman,Let me out of here!
Cartman,"Let me out of here, you guys!"
Kyle,Ruuun!
Stan,Kenny!
Stan,"Here, take my hand!"
Stan,"Hurry Kyle, the water's rising!"
Cartman,Grab my hand.
Kyle,Car... Cartman!
Kyle,You've gotta swim!
Kyle,Kick with your legs!
Cartman,I can't kick!
Kyle,Yes you can!
Cartman,I can't!
Cartman,Kick yourself back to safety!
Kyle,I need your help!
Cartman,"No, you just have to save me."
Stan,Kyle!
Stan,No!
Stan,Agh.
Stan,"Just stay away from us, asshole!"
Stan,"I was nice to you because I felt sorry for you, because you don't have any friends!"
Stan,But now I see WHY you don't have any friends!
Stan,You just used ManBearPig as a way to get attention for yourself because you're a LOSER!
Kyle,We need to get our friend to a hospital right away!
Cartman,No!
Cartman,No I'm fine!
Cartman,"I just need to get home, a-and rest."
Stan,"Cartman, seriously, you need to see a doctor."
Cartman,Noo!
Cartman,I just need to get to a toilet.
Cartman,See you guys.
Cartman,I...  habbeh... HABBEHHHHHHHHHH!
Kyle,"Dude, did Cartman just crap treasure?"
Cartman,It's mine!
Cartman,"It's mine, you hear me?!"
Cartman,I got it out of the cave; it belongs to me!
Cartman,Keep your greedy hands away!
Cartman,"That's right, and I..."
Cartman,Fake treasure?
Cartman,Noo...
Cartman,NOOO!!
Cartman,NOO!
Cartman,OW!
Kyle,You made us pull you to safety because you ate treasure?!
Kyle,You son of a bitch!
Cartman,"Don't you think I'm hurting enough, Kyle?!"
Cartman,"Ah, ow!!"
Cartman,Dowww!
Cartman,Eh!
Cartman,I'm sorry I handcuffed Billy Turner's ankle to the school flagpole.
Cartman,"Okay, I'm sorry I handcuffed Billy Turner's ankle to a flagpole and then gave him a hacksaw."
Cartman,And then told him I had poisoned his lunch milk and that the only way he could get to the antidote in time would be to saw through his leg.
Cartman,Well he called me chubby!
Cartman,"Well nice goin', asshole!"
Cartman,You made my mom cry!
Cartman,Sure you do.
Cartman,You're a great mom.Who's got the greatest mom in the world?I dooo.My mom is number one in my heart.It's true!
Cartman,"Mom, I need another energy drink!"
Cartman,Wir müssen die Juden ausrotten!
Cartman,"Mom, are you deaf?!"
Cartman,Somebody's at the door!
Cartman,Killer.
Cartman,I'm gonna be on TV now.
Cartman,"Mom, I want a Twinkie."
Cartman,Ha!
Cartman,Hahahahahaha
Cartman,"No thanks, I'd rather naught."
Cartman,The hell do you think you're doing?
Cartman,"Stop trying to bogart my Xbox, you fat bitch!"
Cartman,Time out?
Cartman,And what exactly keeps me on the stool?
Cartman,"Whoa, how did I do that?"
Cartman,"Ummm, no?"
Cartman,"All right, seriously, you're starting to piss me off now."
Cartman,I'm just gonna get down as soon as you move.
Cartman,Don't stop believing.
Cartman,Hold on to that feeling.
Cartman,Because you took my Xbox.
Cartman,"Well, yeah."
Cartman,Yeah.
Cartman,I guess so.
Cartman,"Well, I'm feeling confused, because I don't understand why you became a nanny."
Cartman,"Right, but... if you love children so much, how come you're not a mommy?"
Cartman,Why not?
Cartman,"You're sterile, is that it?"
Cartman,"No, that's too convenient of an excuse."
Cartman,"The truth is, nobody ever wanted to have babies with you."
Cartman,Isn't that it?
Cartman,Always the mom's maid and never the mom?
Cartman,"Must be hard on you, knowing that the years are ticking away, your friends all getting married and all the while your uterus is slowly shriveling away, drying up, becoming totally worthless."
Cartman,"Yes, let the anger come!"
Cartman,Strike me down while you can!
Cartman,But it won't make your dried-up ovaries any more fertile!
Cartman,"You can stop talkin' behind my back; I'm right here, fruitcake."
Cartman,Not interested I'm me?
Cartman,"Yeah, well I don't see why-"
Cartman,Hey!
Cartman,"Mom, this guy doesn't-"
Cartman,Ah!
Cartman,Quit it!
Cartman,"Look, Mexican, if you really think that you can-"
Cartman,KNOCK IT OFF!
Cartman,I'm not fat!
Cartman,Ey!
Cartman,"You think this is funny, you sonofabitch?"
Cartman,"Mom, this is degrading!"
Cartman,Agh!
Cartman,Goddamnit!
Cartman,Aaarrgh!
Cartman,Maaaa.
Cartman,Mommm.
Cartman,Mommm.
Cartman,"Mom, seriously, people are seeing me!"
Cartman,"Mom, don't you love me?"
Cartman,Can't you see I'm unhappy right now?
Cartman,Mom!
Cartman,God dammit stop ignoring me!
Cartman,This is abuse!
Cartman,"I am a child, and I am entitled to attention!"
Cartman,"Quit it, mom!"
Cartman,"Ooo, Colonel?"
Cartman,"Give, give me the chicken."
Cartman,G-give me some chicken.
Cartman,"Eh, what are you doing?"
Cartman,I want chicken!
Cartman,Give me some Goddamned chicken!
Cartman,"Mom, gimme, give me some chicken; I want some chicken, Mom!"
Cartman,"Goddammit, I am not a dog!"
Cartman,Give me the chicken.
Cartman,"Give, give, give me the chicken."
Cartman,I want the chicken!
Cartman,Chicken!
Cartman,Give me the chicken!
Cartman,Give me the chicken!
Cartman,Give me the chicken!
Cartman,Give me the chicken!
Cartman,"Gih-  Okay, I'm fine."
Cartman,I'm cool now.
Cartman,May I have some chicken please?
Cartman,"Suck my asshole, taco vendor!"
Cartman,"Goddamnit, you can't stand here and eat KFC in front of me!"
Cartman,Now hand it over!
Cartman,"You can't do that to me, I-"
Cartman,"Goddamnit, you just can't-"
Cartman,Seriously!
Cartman,Ey?
Cartman,Eh...
Cartman,"Mom, I am serious!"
Cartman,This has gone on long enough!
Cartman,Get that guy out of here and give me a piece of chicken!
Cartman,"That's how you want it, bitch?!"
Cartman,Fine!
Cartman,I hate you!
Cartman,I'm running away!
Cartman,"Hey guys, I've got some pretty big news."
Cartman,I ran away from home.
Cartman,"Yeah, my mom just... doesn't care about me anymore, so I moved out."
Cartman,She didn't even try to stop me.
Cartman,It's gonna be tough livin' on my own.
Cartman,"But I'll get by, somehow."
Stan,You can't stay here.
Cartman,Maybe you didn't hear me!
Cartman,I ran away!
Cartman,I don't have anywhere to sleep!
Cartman,I'm out on the street!
Kyle,You'er not staying at my house either.
Cartman,"All right, that's fine!"
Cartman,"Butters, I'll crash with you."
Cartman,Well what do you guys expect me to do?!
Cartman,Stay at Kenny's house?!
Cartman,His family's totally poor; I'm not staying with poor people!
Cartman,"All right, I'll stay with Kenny."
Cartman,"Let's go, man."
Cartman,Och!
Cartman,"Well, I guess now we see just how supportive friends can be!"
Cartman,When the chips are down you won't even lend a hand!
Cartman,I'll just go sleep on the street somewhere!
Cartman,Out in the cold!
Cartman,Probably get mugged and gang-raped by some minorities!
Cartman,You guys'll be sorry when I turn up dead!
Cartman,Hey Jimmy.
Cartman,"You're not gonna believe this, but..."
Cartman,I ran away from home.
Cartman,I just...
Cartman,I really need the support of my best friend right now.
Cartman,"You are, Jimmy!"
Cartman,We've always been best friends.
Cartman,We know everything about each other.
Cartman,Goddammit!
Cartman,"Craig, dude, I ran away from home."
Cartman,You're the first person I came to.
Cartman,I knew you'd take me in off the streets.
Cartman,...Should that really matter at a time like this?
Cartman,This is bullcrap!
Cartman,Mom'll break soon.
Cartman,I can outlast her.
Cartman,"All right, I'm back."
Cartman,"Yes, well, hopefully you've learned your lesson!"
Cartman,"I've come back, but there's going to be some changes around here."
Cartman,That's super-interesting.
Cartman,But I've been out living in the streets for almost four hours!
Cartman,Make me something to eat.
Cartman,"Aw, Goddammit!"
Cartman,What is he still doing here?
Cartman,What the hell is this?!
Cartman,"Skinless chicken, boiled vegetables and salad?!"
Cartman,This is just like Auschwitz!
Cartman,Oh my God.
Cartman,Bite-size Snickers?
Cartman,That's it.
Cartman,I'm calling child-protective services!
Cartman,"Mom, I want this guy OUT of here!"
Cartman,You got it?
Cartman,"If he's not gone, in two minutes, I will call social services on you!"
Cartman,"I am your son, and you will listen to me!"
Cartman,You have no right to-
Cartman,"Mon, know it off!"
Cartman,I'm not gonna stand for th-
Cartman,Seriously!
Cartman,Mom-
Cartman,Seriusly!
Cartman,Why are you... doing this-?
Cartman,Mom?
Cartman,Mom?
Cartman,Mom...
Cartman,Who does she think telling me to go brush my teeth?!
Cartman,Jesus.
Cartman,What's happening to me?
Cartman,"Guys, listen up."
Cartman,I really need your help this time.
Cartman,I've thought about it a lot and I've decided I have to kill my mom.
Cartman,She doesn't let me wear whatever I want anymore.
Cartman,Things have really gotten out of hand!
Cartman,"My mom must die so I can have a place to live, but without her trying to run my life."
Cartman,She's like Hitler with all the demands she makes.
Stan,"Dude, have you lost more weight?"
Cartman,Yes!
Cartman,I've lost almost ten pounds now.
Cartman,You see what I mean??
Cartman,I totally know how it felt to be a Jew in the Holocaust now!
Cartman,I have to kill my mom.
Cartman,It's my only way out.
Kyle,"Dude, don't kill your mom."
Kyle,That's not cool.
Cartman,She's Hitler!
Cartman,Would you have killed Hitler if you had the chance?!
Cartman,"All right now, here's the plan."
Cartman,"At 9:45 tonight I will sneak out of my room and leave the house, leaving the back door unlocked."
Cartman,"You guys come into the house at 10:30 p.m. sharp, having given me enough time to get down to Perkins to be seen by everyone there."
Cartman,And then all four of you go upstairs to kill my mom.
Stan,"Dude, we're not killing your mom."
Cartman,Well I can't kill her.
Cartman,I'm too obvious a suspect.
Cartman,"Now, when you reach her room, Butters will keep a lookout while Kenny opens the bedroom door, Kyle puts a pillow over my mom's head, and Stan shoots her in the face."
Stan,Where am I supposed to get a gun?
Cartman,Well I don't know.
Cartman,"That's your job, Stan!"
Cartman,Do I have to think of everything here?
Stan,I'm not shooting anybody.
Cartman,"Okay, fine."
Cartman,"Butters, you cover my mom's head with a pillow and Kyle can shoot her in the face."
